Temp,ALK,SIR,shell_length,fshape,preds,se
11.272364234621563,0.002301403973524303,0.2567400100341701,2413.858181199679,PC3,1.5080196556068497,0.013813483699522218
11.272364234621563,0.002301403973524303,0.2567400100341701,2414.539132714387,PC3,1.5079469820242413,0.01381149173242052
11.272364234621563,0.002301403973524303,0.2567400100341701,2415.220084229095,PC3,1.5078743084183979,0.013809504755185033
11.272364234621563,0.002301403973524303,0.2567400100341701,2415.901035743803,PC3,1.50780163478929,0.013807522769909947
11.272364234621563,0.002301403973524303,0.2567400100341701,2416.5819872585107,PC3,1.5077289611368878,0.013805545778685284
11.272364234621563,0.002301403973524303,0.2567400100341701,2417.262938773218,PC3,1.5076562874611619,0.013803573783596888
11.272364234621563,0.002301403973524303,0.2567400100341701,2417.943890287926,PC3,1.5075836137620828,0.013801606786726409
11.272364234621563,0.002301403973524303,0.2567400100341701,2418.624841802634,PC3,1.507510940039621,0.013799644790151305
11.272364234621563,0.002301403973524303,0.2567400100341701,2419.305793317342,PC3,1.5074382662937467,0.013797687795944811
11.272364234621563,0.002301403973524303,0.2567400100341701,2419.9867448320497,PC3,1.5073655925244307,0.013795735806175956
11.272364234621563,0.002301403973524303,0.2567400100341701,2420.6676963467576,PC3,1.5072929187316435,0.013793788822909532
11.272364234621563,0.002301403973524303,0.2567400100341701,2421.3486478614655,PC3,1.5072202449153553,0.013791846848206094
11.272364234621563,0.002301403973524303,0.2567400100341701,2422.029599376173,PC3,1.507147571075537,0.013789909884121944
11.272364234621563,0.002301403973524303,0.2567400100341701,2422.7105508908808,PC3,1.5070748972121586,0.013787977932709125
11.272364234621563,0.002301403973524303,0.2567400100341701,2423.3915024055887,PC3,1.507002223325191,0.013786050996015419
11.272364234621563,0.002301403973524303,0.2567400100341701,2424.0724539202965,PC3,1.5069295494146042,0.01378412907608432
11.272364234621563,0.002301403973524303,0.2567400100341701,2424.7534054350044,PC3,1.506856875480369,0.013782212174955035
11.272364234621563,0.002301403973524303,0.2567400100341701,2425.4343569497123,PC3,1.5067842015224557,0.013780300294662477
11.272364234621563,0.002301403973524303,0.2567400100341701,2426.11530846442,PC3,1.5067115275408351,0.013778393437237245
11.272364234621563,0.002301403973524303,0.2567400100341701,2426.796259979128,PC3,1.5066388535354776,0.013776491604705622
11.272364234621563,0.002301403973524303,0.2567400100341701,2427.477211493836,PC3,1.5065661795063532,0.013774594799089566
11.272364234621563,0.002301403973524303,0.2567400100341701,2428.158163008544,PC3,1.506493505453433,0.013772703022406694
11.272364234621563,0.002301403973524303,0.2567400100341701,2428.8391145232517,PC3,1.506420831376687,0.013770816276670275
11.272364234621563,0.002301403973524303,0.2567400100341701,2429.5200660379596,PC3,1.506348157276086,0.013768934563889224
11.272364234621563,0.002301403973524303,0.2567400100341701,2430.201017552667,PC3,1.5062754831516,0.01376705788606809
11.272364234621563,0.002301403973524303,0.2567400100341701,2430.881969067375,PC3,1.5062028090032005,0.013765186245207037
11.272364234621563,0.002301403973524303,0.2567400100341701,2431.562920582083,PC3,1.5061301348308567,0.013763319643301854
11.272364234621563,0.002301403973524303,0.2567400100341701,2432.2438720967907,PC3,1.5060574606345398,0.013761458082343928
11.272364234621563,0.002301403973524303,0.2567400100341701,2432.9248236114986,PC3,1.5059847864142204,0.01375960156432024
11.272364234621563,0.002301403973524303,0.2567400100341701,2433.6057751262065,PC3,1.5059121121698686,0.013757750091213359
11.272364234621563,0.002301403973524303,0.2567400100341701,2434.2867266409144,PC3,1.5058394379014548,0.013755903665001429
11.272364234621563,0.002301403973524303,0.2567400100341701,2434.967678155622,PC3,1.50576676360895,0.01375406228765816
11.272364234621563,0.002301403973524303,0.2567400100341701,2435.6486296703297,PC3,1.5056940892923243,0.013752225961152812
11.272364234621563,0.002301403973524303,0.2567400100341701,2436.3295811850376,PC3,1.505621414951548,0.013750394687450197
11.272364234621563,0.002301403973524303,0.2567400100341701,2437.0105326997455,PC3,1.5055487405865922,0.013748568468510665
11.272364234621563,0.002301403973524303,0.2567400100341701,2437.6914842144533,PC3,1.5054760661974267,0.01374674730629009
11.272364234621563,0.002301403973524303,0.2567400100341701,2438.372435729161,PC3,1.5054033917840222,0.013744931202739867
11.272364234621563,0.002301403973524303,0.2567400100341701,2439.053387243869,PC3,1.5053307173463495,0.013743120159806896
11.272364234621563,0.002301403973524303,0.2567400100341701,2439.734338758577,PC3,1.5052580428843787,0.013741314179433578
11.272364234621563,0.002301403973524303,0.2567400100341701,2440.415290273285,PC3,1.50518536839808,0.013739513263557802
11.272364234621563,0.002301403973524303,0.2567400100341701,2441.0962417879928,PC3,1.5051126938874249,0.013737717414112937
