Psal,Temp,Patm,P,pH,CO2,fCO2,pCO2,fCO2pot,pCO2pot,fCO2insitu,pCO2insitu,HCO3,CO3,DIC,ALK,OmegaAragonite,OmegaCalcite,SIR,location,nlocation,flocation,lat,lon,sampleID,sampleNo,shell_length,value,fshape
35.780216217041016,15.82555866241455,1,0,8.115022659301758,1.2260439725212042e-5,336.93438908465833,338.1428099196005,336.93438908465833,338.1428099196005,336.93438908465833,338.1428115454658,0.00188043686281522,1.90772462192497e-4,0.00208346976473293,0.00235257543945312,2.9176357259424925,4.530599752183751,0.2450650707890566,São Martinho do Porto,19,São Martinho do Porto,39.52,-9.14,10,1,2290.62680057651,-0.0204863771336201,PC1
35.780216217041016,15.82555866241455,1,0,8.115022659301758,1.2260439725212042e-5,336.93438908465833,338.1428099196005,336.93438908465833,338.1428099196005,336.93438908465833,338.1428115454658,0.00188043686281522,1.90772462192497e-4,0.00208346976473293,0.00235257543945312,2.9176357259424925,4.530599752183751,0.2450650707890566,São Martinho do Porto,19,São Martinho do Porto,39.52,-9.14,10,1,2290.62680057651,0.0237150527630612,PC2
35.780216217041016,15.82555866241455,1,0,8.115022659301758,1.2260439725212042e-5,336.93438908465833,338.1428099196005,336.93438908465833,338.1428099196005,336.93438908465833,338.1428115454658,0.00188043686281522,1.90772462192497e-4,0.00208346976473293,0.00235257543945312,2.9176357259424925,4.530599752183751,0.2450650707890566,São Martinho do Porto,19,São Martinho do Porto,39.52,-9.14,10,1,2290.62680057651,0.00426554333474282,PC3
35.780216217041016,15.82555866241455,1,0,8.115022659301758,1.2260439725212042e-5,336.93438908465833,338.1428099196005,336.93438908465833,338.1428099196005,336.93438908465833,338.1428115454658,0.00188043686281522,1.90772462192497e-4,0.00208346976473293,0.00235257543945312,2.9176357259424925,4.530599752183751,0.2450650707890566,São Martinho do Porto,19,São Martinho do Porto,39.52,-9.14,10,1,2290.62680057651,0.0146493275440496,PC4
35.780216217041016,15.82555866241455,1,0,8.115022659301758,1.2260439725212042e-5,336.93438908465833,338.1428099196005,336.93438908465833,338.1428099196005,336.93438908465833,338.1428115454658,0.00188043686281522,1.90772462192497e-4,0.00208346976473293,0.00235257543945312,2.9176357259424925,4.530599752183751,0.2450650707890566,São Martinho do Porto,19,São Martinho do Porto,39.52,-9.14,10,1,2290.62680057651,0.00348302863382161,PC5
35.780216217041016,15.82555866241455,1,0,8.115022659301758,1.2260439725212042e-5,336.93438908465833,338.1428099196005,336.93438908465833,338.1428099196005,336.93438908465833,338.1428115454658,0.00188043686281522,1.90772462192497e-4,0.00208346976473293,0.00235257543945312,2.9176357259424925,4.530599752183751,0.2450650707890566,São Martinho do Porto,19,São Martinho do Porto,39.52,-9.14,10,2,2331.8623096142,-0.0339620155699208,PC1
35.780216217041016,15.82555866241455,1,0,8.115022659301758,1.2260439725212042e-5,336.93438908465833,338.1428099196005,336.93438908465833,338.1428099196005,336.93438908465833,338.1428115454658,0.00188043686281522,1.90772462192497e-4,0.00208346976473293,0.00235257543945312,2.9176357259424925,4.530599752183751,0.2450650707890566,São Martinho do Porto,19,São Martinho do Porto,39.52,-9.14,10,2,2331.8623096142,0.0183831153385482,PC2
35.780216217041016,15.82555866241455,1,0,8.115022659301758,1.2260439725212042e-5,336.93438908465833,338.1428099196005,336.93438908465833,338.1428099196005,336.93438908465833,338.1428115454658,0.00188043686281522,1.90772462192497e-4,0.00208346976473293,0.00235257543945312,2.9176357259424925,4.530599752183751,0.2450650707890566,São Martinho do Porto,19,São Martinho do Porto,39.52,-9.14,10,2,2331.8623096142,0.0137509733782176,PC3
35.780216217041016,15.82555866241455,1,0,8.115022659301758,1.2260439725212042e-5,336.93438908465833,338.1428099196005,336.93438908465833,338.1428099196005,336.93438908465833,338.1428115454658,0.00188043686281522,1.90772462192497e-4,0.00208346976473293,0.00235257543945312,2.9176357259424925,4.530599752183751,0.2450650707890566,São Martinho do Porto,19,São Martinho do Porto,39.52,-9.14,10,2,2331.8623096142,-0.00460561270493672,PC4
35.780216217041016,15.82555866241455,1,0,8.115022659301758,1.2260439725212042e-5,336.93438908465833,338.1428099196005,336.93438908465833,338.1428099196005,336.93438908465833,338.1428115454658,0.00188043686281522,1.90772462192497e-4,0.00208346976473293,0.00235257543945312,2.9176357259424925,4.530599752183751,0.2450650707890566,São Martinho do Porto,19,São Martinho do Porto,39.52,-9.14,10,2,2331.8623096142,-0.0154956438166151,PC5
35.780216217041016,15.82555866241455,1,0,8.115022659301758,1.2260439725212042e-5,336.93438908465833,338.1428099196005,336.93438908465833,338.1428099196005,336.93438908465833,338.1428115454658,0.00188043686281522,1.90772462192497e-4,0.00208346976473293,0.00235257543945312,2.9176357259424925,4.530599752183751,0.2450650707890566,São Martinho do Porto,19,São Martinho do Porto,39.52,-9.14,10,3,2217.57273821313,-0.0284231674137618,PC1
35.780216217041016,15.82555866241455,1,0,8.115022659301758,1.2260439725212042e-5,336.93438908465833,338.1428099196005,336.93438908465833,338.1428099196005,336.93438908465833,338.1428115454658,0.00188043686281522,1.90772462192497e-4,0.00208346976473293,0.00235257543945312,2.9176357259424925,4.530599752183751,0.2450650707890566,São Martinho do Porto,19,São Martinho do Porto,39.52,-9.14,10,3,2217.57273821313,0.0297835216719534,PC2
35.780216217041016,15.82555866241455,1,0,8.115022659301758,1.2260439725212042e-5,336.93438908465833,338.1428099196005,336.93438908465833,338.1428099196005,336.93438908465833,338.1428115454658,0.00188043686281522,1.90772462192497e-4,0.00208346976473293,0.00235257543945312,2.9176357259424925,4.530599752183751,0.2450650707890566,São Martinho do Porto,19,São Martinho do Porto,39.52,-9.14,10,3,2217.57273821313,0.0073057291861787,PC3
35.780216217041016,15.82555866241455,1,0,8.115022659301758,1.2260439725212042e-5,336.93438908465833,338.1428099196005,336.93438908465833,338.1428099196005,336.93438908465833,338.1428115454658,0.00188043686281522,1.90772462192497e-4,0.00208346976473293,0.00235257543945312,2.9176357259424925,4.530599752183751,0.2450650707890566,São Martinho do Porto,19,São Martinho do Porto,39.52,-9.14,10,3,2217.57273821313,-0.00399256255141681,PC4
35.780216217041016,15.82555866241455,1,0,8.115022659301758,1.2260439725212042e-5,336.93438908465833,338.1428099196005,336.93438908465833,338.1428099196005,336.93438908465833,338.1428115454658,0.00188043686281522,1.90772462192497e-4,0.00208346976473293,0.00235257543945312,2.9176357259424925,4.530599752183751,0.2450650707890566,São Martinho do Porto,19,São Martinho do Porto,39.52,-9.14,10,3,2217.57273821313,-0.00589369447343267,PC5
35.780216217041016,15.82555866241455,1,0,8.115022659301758,1.2260439725212042e-5,336.93438908465833,338.1428099196005,336.93438908465833,338.1428099196005,336.93438908465833,338.1428115454658,0.00188043686281522,1.90772462192497e-4,0.00208346976473293,0.00235257543945312,2.9176357259424925,4.530599752183751,0.2450650707890566,São Martinho do Porto,19,São Martinho do Porto,39.52,-9.14,10,4,2169.83868889355,-0.00625551997142116,PC1
35.780216217041016,15.82555866241455,1,0,8.115022659301758,1.2260439725212042e-5,336.93438908465833,338.1428099196005,336.93438908465833,338.1428099196005,336.93438908465833,338.1428115454658,0.00188043686281522,1.90772462192497e-4,0.00208346976473293,0.00235257543945312,2.9176357259424925,4.530599752183751,0.2450650707890566,São Martinho do Porto,19,São Martinho do Porto,39.52,-9.14,10,4,2169.83868889355,0.0432714357323086,PC2
35.780216217041016,15.82555866241455,1,0,8.115022659301758,1.2260439725212042e-5,336.93438908465833,338.1428099196005,336.93438908465833,338.1428099196005,336.93438908465833,338.1428115454658,0.00188043686281522,1.90772462192497e-4,0.00208346976473293,0.00235257543945312,2.9176357259424925,4.530599752183751,0.2450650707890566,São Martinho do Porto,19,São Martinho do Porto,39.52,-9.14,10,4,2169.83868889355,0.0163536238868323,PC3
35.780216217041016,15.82555866241455,1,0,8.115022659301758,1.2260439725212042e-5,336.93438908465833,338.1428099196005,336.93438908465833,338.1428099196005,336.93438908465833,338.1428115454658,0.00188043686281522,1.90772462192497e-4,0.00208346976473293,0.00235257543945312,2.9176357259424925,4.530599752183751,0.2450650707890566,São Martinho do Porto,19,São Martinho do Porto,39.52,-9.14,10,4,2169.83868889355,0.00182798811383159,PC4
35.780216217041016,15.82555866241455,1,0,8.115022659301758,1.2260439725212042e-5,336.93438908465833,338.1428099196005,336.93438908465833,338.1428099196005,336.93438908465833,338.1428115454658,0.00188043686281522,1.90772462192497e-4,0.00208346976473293,0.00235257543945312,2.9176357259424925,4.530599752183751,0.2450650707890566,São Martinho do Porto,19,São Martinho do Porto,39.52,-9.14,10,4,2169.83868889355,-0.0226503263338808,PC5
35.780216217041016,15.82555866241455,1,0,8.115022659301758,1.2260439725212042e-5,336.93438908465833,338.1428099196005,336.93438908465833,338.1428099196005,336.93438908465833,338.1428115454658,0.00188043686281522,1.90772462192497e-4,0.00208346976473293,0.00235257543945312,2.9176357259424925,4.530599752183751,0.2450650707890566,São Martinho do Porto,19,São Martinho do Porto,39.52,-9.14,10,5,2174.1691211395,-0.00911298986715753,PC1
35.780216217041016,15.82555866241455,1,0,8.115022659301758,1.2260439725212042e-5,336.93438908465833,338.1428099196005,336.93438908465833,338.1428099196005,336.93438908465833,338.1428115454658,0.00188043686281522,1.90772462192497e-4,0.00208346976473293,0.00235257543945312,2.9176357259424925,4.530599752183751,0.2450650707890566,São Martinho do Porto,19,São Martinho do Porto,39.52,-9.14,10,5,2174.1691211395,0.0142474385806191,PC2
35.780216217041016,15.82555866241455,1,0,8.115022659301758,1.2260439725212042e-5,336.93438908465833,338.1428099196005,336.93438908465833,338.1428099196005,336.93438908465833,338.1428115454658,0.00188043686281522,1.90772462192497e-4,0.00208346976473293,0.00235257543945312,2.9176357259424925,4.530599752183751,0.2450650707890566,São Martinho do Porto,19,São Martinho do Porto,39.52,-9.14,10,5,2174.1691211395,0.0189754497904983,PC3
35.780216217041016,15.82555866241455,1,0,8.115022659301758,1.2260439725212042e-5,336.93438908465833,338.1428099196005,336.93438908465833,338.1428099196005,336.93438908465833,338.1428115454658,0.00188043686281522,1.90772462192497e-4,0.00208346976473293,0.00235257543945312,2.9176357259424925,4.530599752183751,0.2450650707890566,São Martinho do Porto,19,São Martinho do Porto,39.52,-9.14,10,5,2174.1691211395,0.00287611283200015,PC4
35.780216217041016,15.82555866241455,1,0,8.115022659301758,1.2260439725212042e-5,336.93438908465833,338.1428099196005,336.93438908465833,338.1428099196005,336.93438908465833,338.1428115454658,0.00188043686281522,1.90772462192497e-4,0.00208346976473293,0.00235257543945312,2.9176357259424925,4.530599752183751,0.2450650707890566,São Martinho do Porto,19,São Martinho do Porto,39.52,-9.14,10,5,2174.1691211395,9.4489086972401e-4,PC5
35.780216217041016,15.82555866241455,1,0,8.115022659301758,1.2260439725212042e-5,336.93438908465833,338.1428099196005,336.93438908465833,338.1428099196005,336.93438908465833,338.1428115454658,0.00188043686281522,1.90772462192497e-4,0.00208346976473293,0.00235257543945312,2.9176357259424925,4.530599752183751,0.2450650707890566,São Martinho do Porto,19,São Martinho do Porto,39.52,-9.14,10,6,2253.11101866998,-0.0535904159495449,PC1
35.780216217041016,15.82555866241455,1,0,8.115022659301758,1.2260439725212042e-5,336.93438908465833,338.1428099196005,336.93438908465833,338.1428099196005,336.93438908465833,338.1428115454658,0.00188043686281522,1.90772462192497e-4,0.00208346976473293,0.00235257543945312,2.9176357259424925,4.530599752183751,0.2450650707890566,São Martinho do Porto,19,São Martinho do Porto,39.52,-9.14,10,6,2253.11101866998,0.037292897487969,PC2
35.780216217041016,15.82555866241455,1,0,8.115022659301758,1.2260439725212042e-5,336.93438908465833,338.1428099196005,336.93438908465833,338.1428099196005,336.93438908465833,338.1428115454658,0.00188043686281522,1.90772462192497e-4,0.00208346976473293,0.00235257543945312,2.9176357259424925,4.530599752183751,0.2450650707890566,São Martinho do Porto,19,São Martinho do Porto,39.52,-9.14,10,6,2253.11101866998,0.0190015521993521,PC3
35.780216217041016,15.82555866241455,1,0,8.115022659301758,1.2260439725212042e-5,336.93438908465833,338.1428099196005,336.93438908465833,338.1428099196005,336.93438908465833,338.1428115454658,0.00188043686281522,1.90772462192497e-4,0.00208346976473293,0.00235257543945312,2.9176357259424925,4.530599752183751,0.2450650707890566,São Martinho do Porto,19,São Martinho do Porto,39.52,-9.14,10,6,2253.11101866998,-0.00651311359210174,PC4
35.780216217041016,15.82555866241455,1,0,8.115022659301758,1.2260439725212042e-5,336.93438908465833,338.1428099196005,336.93438908465833,338.1428099196005,336.93438908465833,338.1428115454658,0.00188043686281522,1.90772462192497e-4,0.00208346976473293,0.00235257543945312,2.9176357259424925,4.530599752183751,0.2450650707890566,São Martinho do Porto,19,São Martinho do Porto,39.52,-9.14,10,6,2253.11101866998,-0.0169951623042589,PC5
35.780216217041016,15.82555866241455,1,0,8.115022659301758,1.2260439725212042e-5,336.93438908465833,338.1428099196005,336.93438908465833,338.1428099196005,336.93438908465833,338.1428115454658,0.00188043686281522,1.90772462192497e-4,0.00208346976473293,0.00235257543945312,2.9176357259424925,4.530599752183751,0.2450650707890566,São Martinho do Porto,19,São Martinho do Porto,39.52,-9.14,10,7,1958.60725758883,-0.0171132549057124,PC1
35.780216217041016,15.82555866241455,1,0,8.115022659301758,1.2260439725212042e-5,336.93438908465833,338.1428099196005,336.93438908465833,338.1428099196005,336.93438908465833,338.1428115454658,0.00188043686281522,1.90772462192497e-4,0.00208346976473293,0.00235257543945312,2.9176357259424925,4.530599752183751,0.2450650707890566,São Martinho do Porto,19,São Martinho do Porto,39.52,-9.14,10,7,1958.60725758883,-0.00294097887478424,PC2
35.780216217041016,15.82555866241455,1,0,8.115022659301758,1.2260439725212042e-5,336.93438908465833,338.1428099196005,336.93438908465833,338.1428099196005,336.93438908465833,338.1428115454658,0.00188043686281522,1.90772462192497e-4,0.00208346976473293,0.00235257543945312,2.9176357259424925,4.530599752183751,0.2450650707890566,São Martinho do Porto,19,São Martinho do Porto,39.52,-9.14,10,7,1958.60725758883,0.0373326846241214,PC3
35.780216217041016,15.82555866241455,1,0,8.115022659301758,1.2260439725212042e-5,336.93438908465833,338.1428099196005,336.93438908465833,338.1428099196005,336.93438908465833,338.1428115454658,0.00188043686281522,1.90772462192497e-4,0.00208346976473293,0.00235257543945312,2.9176357259424925,4.530599752183751,0.2450650707890566,São Martinho do Porto,19,São Martinho do Porto,39.52,-9.14,10,7,1958.60725758883,-0.00850252845292807,PC4
35.780216217041016,15.82555866241455,1,0,8.115022659301758,1.2260439725212042e-5,336.93438908465833,338.1428099196005,336.93438908465833,338.1428099196005,336.93438908465833,338.1428115454658,0.00188043686281522,1.90772462192497e-4,0.00208346976473293,0.00235257543945312,2.9176357259424925,4.530599752183751,0.2450650707890566,São Martinho do Porto,19,São Martinho do Porto,39.52,-9.14,10,7,1958.60725758883,-0.0226410718701513,PC5
