Temp,ALK,SIR,shell_length,fshape,preds,se
11.272364234621563,0.002301403973524303,0.2695728117818182,2580.5490522650657,PC2,1.4699662296319689,0.015635608069038895
11.272364234621563,0.002301403973524303,0.269594274844468,2580.5490522650657,PC2,1.4699133849462265,0.015646813610430705
11.272364234621563,0.002301403973524303,0.26961573790711785,2580.5490522650657,PC2,1.4698605645287222,0.015658031366270826
11.272364234621563,0.002301403973524303,0.2696372009697677,2580.5490522650657,PC2,1.4698077683552844,0.015669261329759272
11.272364234621563,0.002301403973524303,0.26965866403241745,2580.5490522650657,PC2,1.4697549964017418,0.015680503494087044
11.272364234621563,0.002301403973524303,0.2696801270950673,2580.5490522650657,PC2,1.4697022486439224,0.015691757852436296
11.272364234621563,0.002301403973524303,0.2697015901577171,2580.5490522650657,PC2,1.469649525057655,0.0157030243979801
11.272364234621563,0.002301403973524303,0.26972305322036694,2580.5490522650657,PC2,1.4695968256187675,0.015714303123882608
11.272364234621563,0.002301403973524303,0.26974451628301677,2580.5490522650657,PC2,1.469544150303089,0.015725594023299004
11.272364234621563,0.002301403973524303,0.2697659793456666,2580.5490522650657,PC2,1.4694914990864478,0.01573689708937551
11.272364234621563,0.002301403973524303,0.2697874424083164,2580.5490522650657,PC2,1.4694388719446723,0.015748212315249383
11.272364234621563,0.002301403973524303,0.2698089054709662,2580.5490522650657,PC2,1.469386268853591,0.01575953969404888
11.272364234621563,0.002301403973524303,0.269830368533616,2580.5490522650657,PC2,1.469333689789032,0.015770879218893377
11.272364234621563,0.002301403973524303,0.26985183159626586,2580.5490522650657,PC2,1.4692811347268242,0.01578223088289322
11.272364234621563,0.002301403973524303,0.2698732946589157,2580.5490522650657,PC2,1.4692286036427957,0.015793594679149814
11.272364234621563,0.002301403973524303,0.2698947577215655,2580.5490522650657,PC2,1.469176096512775,0.015804970600755582
11.272364234621563,0.002301403973524303,0.2699162207842153,2580.5490522650657,PC2,1.469123613312591,0.015816358640793986
11.272364234621563,0.002301403973524303,0.2699376838468651,2580.5490522650657,PC2,1.4690711540180712,0.015827758792339604
11.272364234621563,0.002301403973524303,0.26995914690951495,2580.5490522650657,PC2,1.4690187186050452,0.01583917104845797
11.272364234621563,0.002301403973524303,0.2699806099721648,2580.5490522650657,PC2,1.4689663070493406,0.015850595402205694
11.272364234621563,0.002301403973524303,0.2700020730348146,2580.5490522650657,PC2,1.4689139193267864,0.015862031846630424
11.272364234621563,0.002301403973524303,0.27002353609746443,2580.5490522650657,PC2,1.4688615554132105,0.01587348037477087
11.272364234621563,0.002301403973524303,0.2700449991601142,2580.5490522650657,PC2,1.4688092152844419,0.015884940979656748
11.272364234621563,0.002301403973524303,0.27006646222276404,2580.5490522650657,PC2,1.4687568989163087,0.015896413654308925
11.272364234621563,0.002301403973524303,0.27008792528541387,2580.5490522650657,PC2,1.4687046062846394,0.015907898391739228
11.272364234621563,0.002301403973524303,0.2701093883480637,2580.5490522650657,PC2,1.4686523373652625,0.01591939518495057
11.272364234621563,0.002301403973524303,0.2701308514107135,2580.5490522650657,PC2,1.468600092134006,0.015930904026936938
11.272364234621563,0.002301403973524303,0.2701523144733633,2580.5490522650657,PC2,1.4685478705666994,0.01594242491068333
11.272364234621563,0.002301403973524303,0.2701737775360131,2580.5490522650657,PC2,1.4684956726391702,0.015953957829165914
11.272364234621563,0.002301403973524303,0.27019524059866296,2580.5490522650657,PC2,1.4684434983272472,0.015965502775351834
11.272364234621563,0.002301403973524303,0.2702167036613128,2580.5490522650657,PC2,1.4683913476067592,0.015977059742199328
11.272364234621563,0.002301403973524303,0.2702381667239626,2580.5490522650657,PC2,1.468339220453534,0.01598862872265772
11.272364234621563,0.002301403973524303,0.27025962978661244,2580.5490522650657,PC2,1.4682871168434,0.016000209709667406
11.272364234621563,0.002301403973524303,0.2702810928492622,2580.5490522650657,PC2,1.4682350367521864,0.01601180269615984
11.272364234621563,0.002301403973524303,0.27030255591191205,2580.5490522650657,PC2,1.468182980155721,0.016023407675057645
11.272364234621563,0.002301403973524303,0.2703240189745619,2580.5490522650657,PC2,1.4681309470298323,0.016035024639274444
